"feature","Astro.L1.FGFR3.MT1G","Endo.L2.5.CLDN5","VLMC.L1.3.CYP1B1","Peri.L1.6.MUSTN1","Astro.L1.FGFR3.FOS","Oligo.L4.6.MOBP.COL18A1","OPC.L1.6.MYT1","Micro.L1.6.C1QC","Oligo.L4.6.OPALIN","Astro.L1.6.FGFR3.ETNPPL"
"LOC105376818",0,0,0,0,0,0,0,0,0,0
"LOC105376819",0,0,0,0,0,0,0,0.027704626,0,0
"LOC105376820",0,0,0,0,0,0,0,0,0,0
"LOC105376822",0,0,0,0,0,0,0,0,0,0
"LOC105376823",0,0,0,0,0,0,0,0,0,0
"LOC105376824",0,0,0,0,0,0,0,0,0,0
"LOC105376825",0,0,0,0,0,0,0,0,0,0
"LOC105376826",0,0,0,0,0,0,0,0,0,0
"LOC105376827",0,0,0,0,0,0,0,0,0,0
"LOC105376828",0,0,0,0,0,0,0,0,0,0
"LOC105376829",0,0,0,0,0,0,0,0,0,0
"LOC105376830",0,0,0,0,0,0,0,0,0,0
"LOC105376832",0,0,0,0,0,0,0,0,0,0
"LOC105376833",0,0,0,0,0,0,0,0,0,0
"LOC105376834",0,0,0,0,0,0,0,0,0,0
"LOC105376835",0,0,0,0,0,0,0,0,0,0
"LOC105376836",0,0,0,0,0,0,0,0,0,0.004930939
"LOC105376837",0,0,0,0,0,0,0,0,0,0
"LOC105376838",0,0,0,0,0,0,0,0,0,0
"LOC105376839",0,0,0,0,0,0.017947368,0,0,0,0
"LOC105376840",0,0,0,0,0,0,0,0,0,0
"LOC105376841",0,0,0,0,0.034464285,0,0,0,0,0
"LOC105376842",0,0,0,0,0,0,0,0,0,0
"LOC105376843",1.7181652,0.17923076,3.156,0,1.9703572,1.2740314,0.9270172,0.6199645,1.3808187,1.5267127
"LOC105376844",0,0,0,0,0,0,0,0,0,0
"LOC105376845",0,0,0,0,0,0,0,0,0,0
"LOC105376846",0,0,0,0,0,0,0,0,0,0
"LOC105376847",0,0,0,0,0,0,0,0,0,0
"LOC105376848",0,0,0,0,0,0,0,0,0,0
"LOC105376849",0,0,0,0,0,0,0,0,0,0
"LOC105376850",0,0,0,0,0,0,0,0,0,0
"LOC105376851",0,0,0,0,0,0,0,0,0,0
"LOC105376852",0,0,0,0,0,0,0,0,0,0
"LOC105376853",0,0,0,0,0,0,0,0,0,0
"LOC105376854",0,0,0,0,0,0,0,0,0,0
"LOC105376855",0,0,0,0,0,0,0,0,0,0
"LOC105376856",0,0,0,0,0,0,0,0,0,0
"LOC105376857",0,0,0,0,0,0,0,0,0,0
"LOC105376858",0,0,0,0,0,0,0,0,0,0
"LOC105376859",0,0,0,0,0,0,0,0,0,0
"LOC105376860",0,0,0,0,0,0,0,0,0,0
"LOC105376861",0,0,0,0,0.00875,0.022,0,0,0,0
"LOC105376862",0,0,0,0,0,0.0111578945,0,0,0,0
"LOC105376863",0,0,0,0,0,0,0,0,0,0
"LOC105376864",0,0,0,0,0,0,0,0,0,0
"LOC105376865",0,0,0,0,0,0,0,0,0,0
"LOC105376866",0,0,0,0,0,0,0,0,0,0
"LOC105376867",0,0,0,0,0,0,0,0,0,0
"LOC105376868",0,0,0,0,0,0,0,0,0,0
"LOC105376869",0,0,0,0,0,0,0,0,0,0
"LOC105376870",0,0,0,0,0,0,0,0,0,0
"LOC105376871",0,0,0,0,0,0,0,0,0,0
"LOC105376872",0,0,0,0,0,0,0,0,0,0
"LOC105376873",0,0,0,0,0,0,0,0,0,0
"LOC105376874",0,0,0,0,0,0,0,0,0,0
"LOC105376875",0,0,0,0,0,0,0,0,0,0
"LOC105376876",0,0,0,0,0,0,0,0,0,0
"LOC105376877",0,0,0,0,0,0,0,0,0,0
"LOC105376878",0,0,0,0,0,0,0,0,0,0
"LOC105376879",0,0,0,0,0,0,0,0,0,0
"LOC105376880",0,0,0,0,0,0,0,0,0,0
"LOC105376881",0,0,0,0,0,0,0,0,0,0
"LOC105376882",0,0,0,0,0,0,0,0,0,0
"LOC105376883",0,0,0,0,0,0,0,0,0,0
"LOC105376884",0,0,0,0,0,0,0,0,0,0
"LOC105376885",0,0,0,0,0,0,0,0,0,0
"LOC105376886",0,0,0,0,0,0,0,0,0,0
"LOC105376887",0,0,0,0,0,0,0,0,0,0
"LOC105376888",0,0,0,0,0,0,0,0,0,0
"LOC105376889",0,0,0,0,0,0,0,0,0,0
"LOC105376890",0,0,0,0,0,0,0,0,0,0
"LOC105376892",0,0,0,0,0,0,0,0,0,0
"LOC105376893",0,0,0,0,0,0,0,0,0,0
"LOC105376894",0,0,0,0,0,0,0,0,0,0
"LOC105376895",0,0,0,0,0,0,0,0,0,0
"LOC105376896",0,0,0,0,0,0,0,0,0,0
"LOC105376897",0,0,0,0,0,0,0,0,0,0
"LOC105376898",0,0,0,0,0,0,0,0,0,0
"LOC105376899",0,0,0,0,0,0,0,0,0,0
"LOC105376900",0,0,0,0,0,0,0,0,0,0
"LOC105376901",0,0,0,0,0,0,0,0,0,0
"LOC105376902",0,0,0,0,0,0,0,0,0,0
"LOC105376903",0,0,0,0,0,0,0,0,0,0
"LOC105376904",0,0,0,0,0,0,0,0,0,0
"LOC105376905",0,0,0,0,0,0,0,0,0,0
"LOC105376906",0,0,0,0,0,0,0,0,0,0
"LOC105376907",0,0,0,0,0,0,0,0,0,0
"LOC105376908",0.051467888,0.060961537,0.1075,0,0.30821428,0.14052355,0.06037671,0.32783303,0.046189338,0.17702888
"LOC105376909",0,0,0,0,0.070892856,0,0,0,0,0.059075862
"LOC105376910",0,0,0,0,0,0,0,0,0,0
"LOC105376911",0,0,0,0,0,0,0,0,0,0
"LOC105376912",0,0,0,0,0,0,0,0,0,0
"LOC105376913",0,0,0,0,0,0,0,0,0,0
"LOC105376914",0,0,0,0,0,0,0,0,0,0
"LOC105376915",0,0,0,0,0,0,0,0,0,0.004930939
"LOC105376916",0,0,0,0,0,0,0,0,0,0
"LOC105376917",0.42302752,0,0,0,0.047321428,0,0,0,0,9.273147
"LOC105376918",0,0,0,0.02875,0,0.076631576,0.034206897,0.058063943,0.03536993,0
"LOC105376919",0,0,0,0,0,0,0,0,0,0
"LOC105376920",0,0,0,0,0,0,0,0,0,0
"LOC105376921",0,0,0,0,0,0,0,0,0,0
"LOC105376922",0,0,0,0,0,0,0,0,0,0
"LOC105376923",0,0,0,0,0,0,0,0,0,0
"LOC105376924",0,0,0,0,0,0,0,0,0,0
"LOC105376925",0,0,0,0,0,0,0,0,0,0
"LOC105376926",0,0,0,0,0,0,0,0,0,0
"LOC105376928",0,0,0,0,0,0,0,0,0,0
"LOC105376929",0,0,0,0,0,0,0,0,0,0
"LOC105376930",0,0,0,0,0,0,0,0,0,0
"LOC105376931",0,0,0,0,0,0,0.12096552,0,0,0.009366391
"LOC105376932",0,0,0,0,0,0,0,0,0,0
"LOC105376933",0,0,0,0,0,0,0,0,0,0
"LOC105376934",0,0,0,0,0,0,0,0,0,0
"LOC105376935",0,0,0,0,0,0,0,0,0,0
"LOC105376936",0,0,0,0,0,0,0,0,0,0
"LOC105376937",0,0,0,0,0,0,0,0,0,0
"LOC105376938",0,0,0,0,0,0,0,0,0,0
"LOC105376939",0,0,0,0,0,0,0,0,0,0
"LOC105376940",0,0,0,0,0,0,0,0,0,0
"LOC105376941",0,0,0,0,0,0,0,0,0,0
"LOC105376942",0.22,0,0.29875,0.04875,0.24017544,0.17921466,0.09539655,0.10828622,0.04447702,0.20580247
"LOC105376943",0,0,0,0,0,0,0,0,0,0
"LOC105376944",0,0,0,0,0,0,0,0,0,0
"LOC105376945",0,0,0,0,0,0,0,0,0,0
"LOC105376946",0,0,0,0,0,0,0,0,0,0
"LOC105376947",0,0,0.76375,0,0,0.018052632,0,0,0,0
"LOC105376949",0,0,0,0,0,0,0,0,0,0
"LOC105376950",0,0,0,0,0,0,0,0,0,0
"LOC105376951",0,0,0,0,0,0,0,0,0,0
"LOC105376952",0,0,0,0,0,0,0,0,0,0
"LOC105376953",0,0,0,0,0,0,0,0,0,0
"LOC105376954",0,0,0,0,0,0,0,0,0,0
"LOC105376955",0,0,0,0,0,0,0,0,0,0
"LOC105376956",0,0,0,0,0,0,0,0,0,0
"LOC105376957",0,0,0,0,0,0,0,0,0,0
"LOC105376958",0,0,0,0,0,0,0,0,0,0
"LOC105376959",0,0,0,0,0,0,0,0,0,0
"LOC105376960",0,0,0,0,0,0,0,0,0,0
"LOC105376961",0,0,0,0,0,0,0,0,0,0
"LOC105376962",0,0,0,0,0,0,0,0,0,0
"LOC105376963",0,0,0,0,0,0,0,0,0,0
"LOC105376964",0,0,0,0,0,0,0,0,0,0
"LOC105376965",0,0,0,0,0,0,0,0,0,0
"LOC105376966",0,0,0,0,0,0,0,0,0,0
"LOC105376967",0,0,0,0,0,0,0,0,0,0
"LOC105376968",0,0,0,0,0,0,0.0050172415,0,0,0
"LOC105376969",0,0,0,0,0,0,0,0,0,0
"LOC105376970",0,0,0,0,0,0,0,0,0,0
"LOC105376972",0,0,0,0,0,0,0,0,0,0
"LOC105376973",0.29688072,0.18403846,0.425,0.35,0.40821427,0.09178948,0.278988,0.3439254,0.20206513,0.25930938
"LOC105376974",0,0,0,0,0,0,0,0,0,0
"LOC105376975",0,0,0,0,0,0,0,0,0,0
"LOC105376976",0,0,0,0,0,0,0,0,0,0
"LOC105376977",0,0,0,0,0,0,0,0,0,0
"LOC105376978",0,0,0,0,0,0,0,0,0,0
"LOC105376979",0,0,0,0,0,0,0,0,0,0
"LOC105376980",0,0,0,0,0,0,0,0,0,0
"LOC105376981",0,0,0,0,0,0,0,0,0,0
"LOC105376982",0,0,0,0,0,0,0,0,0,0
"LOC105376983",0,0,0,0,0,0,0,0,0,0
"LOC105376984",0,0,0,0,0,0,0,0,0,0
"LOC105376985",0,0,0,0,0,0,0,0,0,0
"LOC105376986",0,0,0,0,0,0.034293193,0,0,0,0.0214779
"LOC105376987",0,0,0,0,0,0,0,0,0,0
"LOC105376988",0,0,0,0,0,0,0,0,0,0
"LOC105376989",0,0,0,0,0,0,0,0,0,0
"LOC105376990",0,0,0,0,0,0,0,0,0,0
"LOC105376991",0,0,0,0,0,0,0,0,0,0
"LOC105376992",0,0,0,0,0,0,0,0,0,0
"LOC105376993",0,0,0,0,0,0,0,0,0,0
"LOC105376994",0,0,0,0,0,0,0,0,0,0
"LOC105376995",0,0,0,0,0,0,0,0,0,0
"LOC105376996",0,0,0,0,0,0,0,0,0,0
"LOC105376997",0,0,0,0,0,0,0,0,0,0
"LOC105376998",0,0,0,0,0,0,0,0,0,0
"LOC105376999",0,0,0,0,0,0,0,0,0,0
"LOC105377000",0,0,0,0,0,0,0,0,0,0
"LOC105377001",0,0,0,0,0,0,0,0,0,0
"LOC105377002",0,0,0,0,0,0,0,0,0,0
"LOC105377003",0,0,0,0,0,0,0,0,0,0
"LOC105377004",0,0,0,0,0,0,0,0,0,0
"LOC105377005",0,0,0,0,0,0,0,0,0,0
"LOC105377006",0,0,0,0,0,0,0,0,0,0
"LOC105377007",0,0,0,0,0,0,0,0,0,0
"LOC105377008",0,0,0,0,0,0,0,0,0,0
"LOC105377009",0,0,0,0,0,0,0,0,0,0
"LOC105377010",0,0,0,0,0,0,0,0,0,0
"LOC105377011",0,0,0,0,0,0,0,0,0,0
"LOC105377012",0,0,0,0,0,0,0,0,0,0
"LOC105377013",0,0,0,0,0,0,0,0,0,0
"LOC105377014",0,0,0,0,0,0,0,0,0,0
"LOC105377015",0,0,0,0,0,0,0,0,0,0
"LOC105377016",0,0,0,0,0,0,0,0,0,0
"LOC105377017",0,0,0,0,0,0,0,0,0,0
"LOC105377018",0,0,0,0,0,0,0,0,0,0
"LOC105377019",0,0,0,0,0,0,0,0,0,0
"LOC105377020",0,0,0,0,0,0,0,0,0,0
"LOC105377021",0,0,0,0,0,0,0,0,0,0
"LOC105377022",0,0,0,0,0,0,0,0,0,0
"LOC105377023",0,0,0,0,0,0,0,0,0,0
"LOC105377024",0,0,0,0,0,0,0,0,0,0
"LOC105377025",0,0,0,0,0,0,0,0,0,0
"LOC105377026",0,0,0,0,0,0,0,0,0,0
"LOC105377027",0,0,0,0,0,0,0,0,0,0
"LOC105377028",0,0,0,0,0,0,0,0,0,0
"LOC105377029",0,0,0,0,0,0,0,0,0,0
"LOC105377030",0,0,0,0,0,0,0,0,0,0
"LOC105377031",0,0,0,0,0,0,0,0,0,0
"LOC105377032",0,0,0,0,0,0,0,0,0,0
"LOC105377033",0,0,0,0,0,0,0,0,0,0
"LOC105377034",0,0,0,0,0,0,0,0,0,0
"LOC105377035",0,0,0,0,0,0,0,0,0,0
"LOC105377036",0,0,0,0,0,0,0,0,0,0
"LOC105377037",0,0,0,0,0,0,0,0,0,0
"LOC105377038",0,0,0,0,0,0,0,0,0,0
"LOC105377039",0,0,0,0,0,0,0,0,0,0
"LOC105377040",0,0,0,0,0,0,0,0,0,0
"LOC105377041",0,0,0,0,0,0,0,0,0,0
"LOC105377042",0,0,0,0,0,0,0,0,0,0
"LOC105377043",0,0,0,0,0,0,0,0,0,0
"LOC105377044",0,0,0,0,0,0,0,0,0,0
"LOC105377045",0,0,0,0,0,0,0,0,0,0
"LOC105377046",0,0,0,0,0,0,0,0,0,0
"LOC105377047",0,0,0,0,0,0,0,0,0,0
"LOC105377048",0,0,0,0,0,0,0,0,0,0
"LOC105377049",0,0,0,0,0,0,0,0,0,0
"LOC105377051",0,0,0,0,0,0,0,0,0,0
"LOC105377052",0,0,0,0,0,0,0,0,0,0
"LOC105377053",0,0,0,0,0,0,0,0,0,0
"LOC105377054",0,0,0,0,0,0,0,0,0,0
"LOC105377055",0,0,0,0,0,0,0,0,0,0
"LOC105377056",3.5954168,3.1491177,3.762,3.1,3.687027,3.4803174,3.279845,3.56448,3.4370406,3.722037
"LOC105377057",0,0,0,0,0,0,0,0,0,0
"LOC105377058",0,0,0,0,0,0,0,0,0,0
"LOC105377059",0,0,0,0,0,0,0,0,0,0
"LOC105377060",0,0,0,0,0,0,0,0,0,0
"LOC105377061",0,0,0,0,0,0,0,0,0,0
"LOC105377062",0,0,0,0,0,0,0,0,0,0
"LOC105377063",0,0,0,0,0,0,0,0,0,0
"LOC105377064",0,0,0,0,0,0,0,0,0,0
"LOC105377065",0,0,0,0,0,0,0,0,0,0
"LOC105377066",0,0,0,0,0,0,0,0,0,0
"LOC105377067",0,0,0,0,0,0,0,0,0,0
"LOC105377068",0,0,0,0,0,0,0,0,0,0
"LOC105377069",0,0,0,0,0,0,0,0,0,0
"LOC105377070",0,0,0,0,0,0,0,0,0,0
"LOC105377071",0,0,0,0,0,0,0,0,0,0
"LOC105377072",0,0,0,0,0,0,0,0,0,0
"LOC105377073",0,0,0,0,0,0,0,0,0,0
"LOC105377074",0,0,0,0,0,0,0,0,0,0
"LOC105377075",0,0,0,0,0,0,0,0,0,0
"LOC105377076",0,0,0,0,0,0,0,0,0,0
"LOC105377077",0,0,0,0,0,0,0,0,0,0
"LOC105377078",0,0,0,0,0,0,0,0,0,0
"LOC105377079",0,0,0,0,0,0,0,0,0,0
"LOC105377080",0,0,0,0,0,0,0,0,0,0
"LOC105377081",0,0,0,0,0,0,0,0,0,0
"LOC105377082",0,0,0,0,0,0,0,0,0,0
"LOC105377083",0,0,0,0,0,0,0,0,0,0
"LOC105377084",0,0,0,0,0,0,0,0,0,0
"LOC105377085",0,0,0,0,0,0,0,0,0,0
"LOC105377086",0,0,0,0,0,0,0,0,0,0
"LOC105377087",0,0,0,0,0,0,0,0,0,0
"LOC105377088",0,0,0,0,0,0,0,0,0,0
"LOC105377089",0,0,0,0,0,0,0,0,0,0
"LOC105377091",0,0,0,0,0,0,0,0,0,0
"LOC105377092",0,0,0,0,0,0,0,0,0,0
"LOC105377093",0,0,0,0,0,0,0,0,0,0
"LOC105377094",0,0,0,0,0,0,0,0,0,0
"LOC105377095",0,0,0,0,0,0,0,0,0,0
"LOC105377096",0,0,0,0,0,0,0,0,0,0
"LOC105377097",0,0,0,0,0,0,0,0,0,0
"LOC105377098",0,0,0,0,0,0,0,0,0,0
"LOC105377099",0,0,0,0,0,0,0,0,0,0
"LOC105377100",0,0,0,0,0,0,0,0,0,0
"LOC105377101",0,0,0,0,0,0,0,0,0,0
"LOC105377102",0,0,0,0,0,0,0,0,0,0
"LOC105377103",0,0,0,0,0,0,0,0,0,0
"LOC105377104",0,0,0,0,0,0,0,0,0,0
"LOC105377105",0,0,0,0,0,0,0,0,0,0
"LOC105377106",0,0,0,0,0,0,0,0,0,0
"LOC105377107",0,0,0,0,0,0,0,0,0,0
"LOC105377108",0,0,0,0,0,0,0,0,0,0
"LOC105377109",0,0,0,0,0,0,0,0,0,0
"LOC105377110",0.32873875,0.31692308,0.42875,0.50666666,0.41089284,0.5005263,0.4059622,0.47666666,0.3277514,0.429779
"LOC105377111",0,0,0,0,0,0,0,0,0,0
"LOC105377112",0,0,0,0,0,0,0,0,0,0
"LOC105377113",0,0,0,0,0,0,0,0,0,0
"LOC105377114",0,0,0,0,0,0,0,0,0,0
"LOC105377115",0,0,0,0,0,0,0,0,0,0
"LOC105377116",0,0,0,0,0,0,0,0,0,0
"LOC105377117",0,0,0,0,0,0,0,0,0,0
"LOC105377118",0,0,0,0,0,0,0,0,0,0
"LOC105377119",0,0,0,0,0,0,0,0,0,0
"LOC105377120",0,0,0,0,0,0,0,0,0,0
"LOC105377121",0,0,0,0,0,0,0,0,0,0
"LOC105377122",0,0,0,0,0,0,0,0,0,0
"LOC105377123",0,0,0,0,0,0,0,0,0,0
"LOC105377124",0,0,0,0,0,0,0,0,0,0
"LOC105377125",0,0,0,0,0,0,0,0,0,0
"LOC105377126",0,0,0,0,0,0,0,0,0,0
"LOC105377127",0,0,0,0,0,0,0,0,0,0
"LOC105377128",0,0,0,0,0,0,0,0,0,0
"LOC105377129",0,0,0,0,0,0,0,0,0,0
"LOC105377130",0,0,0,0,0,0,0,0,0,0
"LOC105377132",0,0,0,0,0.035535716,0.17005263,0,0,0.026414944,0.0036878453
"LOC105377133",0,0,0,0,0,0,0,0,0,0
"LOC105377134",0,0,0,0,0,0,0,0,0,0
"LOC105377135",0,0,0,0,0,0,0,0,0,0
"LOC105377136",0,0,0,0,0,0,0,0,0,0
"LOC105377137",0,0,0,0,0,0,0,0,0,0
"LOC105377138",0,0,0,0,0,0,0,0,0,0
"LOC105377139",0,0,0,0,0,0,0,0,0,0
"LOC105377140",0,0,0,0,0,0,0,0,0,0
"LOC105377141",0,0,0,0,0,0,0,0,0,0
"LOC105377142",0,0,0,0,0,0,0,0,0,0
"LOC105377143",0.25183487,0.3464151,0.59375,0.32791665,0.38517857,0.28277487,0.3549063,0.4027305,0.3795873,0.41834483
"LOC105377144",0.11454546,0,0.14125,0.025833333,0.14464286,0.079,0.02168385,0.036092363,0,0.13448276
"LOC105377145",0,0,0,0,0,0,0,0,0,0
"LOC105377146",0,0,0,0,0,0,0,0,0,0
"LOC105377147",0,0,0,0,0,0,0,0,0,0
"LOC105377148",0,0,0,0,0,0,0,0,0,0
"LOC105377149",0,0,0,0,0,0,0,0,0,0
"LOC105377150",0,0,0,0,0,0,0,0,0,0
"LOC105377151",0,0,0,0,0,0,0,0,0,0
"LOC105377152",0,0,0,0,0,0,0,0,0,0
"LOC105377153",0,0,0,0,0,0,0,0,0,0
"LOC105377154",0,0,0,0,0,0,0,0,0,0
"LOC105377155",0,0,0,0,0,0,0,0,0,0
"LOC105377156",0,0,0,0,0,0,0,0,0,0
"LOC105377157",0,0,0,0,0,0,0,0,0,0
"LOC105377158",0,0,0,0,0,0,0,0,0,0
"LOC105377159",0,0,0,0,0,0,0,0,0,0
"LOC105377160",0,0,0,0,0,0,0,0,0,0
"LOC105377161",0,0,0,0,0,0,0,0,0,0
"LOC105377162",0,0,0,0,0,0,0,0,0,0
"LOC105377163",0,0,0,0,0,0,0,0,0,0
"LOC105377164",0,0,0,0,0,0,0,0,0,0
"LOC105377165",0,0,0,0,0,0,0,0,0,0
"LOC105377166",0,0,0,0,0,0,0,0,0,0
"LOC105377167",0,0,0,0,0,0,0,0,0,0
"LOC105377168",0,0,0,0,0,0,0,0,0,0
"LOC105377169",0,0,0,0,0,0,0,0,0,0
"LOC105377170",0,0,0,0,0,0,0,0,0,0
"LOC105377171",0,0,0,0,0,0,0,0,0,0
"LOC105377172",0,0,0,0,0,0,0,0,0,0
"LOC105377173",0,0,0,0,0,0,0,0,0,0
"LOC105377174",0,0,0,0,0,0,0,0,0,0
"LOC105377175",0,0,0,0,0,0,0,0,0,0
"LOC105377176",0,0,0,0,0,0,0,0,0,0
"LOC105377177",0,0,0.0825,0,0,0,0,0,0,0
"LOC105377178",0,0,0,0,0,0,0,0,0,0
"LOC105377179",0,0,0,0,0,0,0,0,0,0
"LOC105377180",0,0,0.10625,0.020833334,0.023571428,0,0.0050344826,0.008594306,0,0.041195054
"LOC105377181",0,0,0,0,0,0,0,0,0,0
"LOC105377182",0,0,0,0,0,0,0,0,0,0
"LOC105377183",0,0,0,0,0,0,0,0,0,0
"LOC105377184",0,0,0,0,0,0,0,0,0,0
"LOC105377185",0,0,0,0,0,0,0,0,0,0
"LOC105377186",0,0,0,0,0,0,0,0,0,0
"LOC105377187",0,0,0,0,0,0,0,0,0,0
"LOC105377188",0,0,0,0,0.28321427,0,0.06264605,0,0,0
"LOC105377189",0,0,0,0,0,0,0,0,0,0
"LOC105377190",0,0,0,0,0,0,0,0,0,0
"LOC105377191",0,0,0,0,0,0,0,0,0,0
"LOC105377192",0,0,0,0,0,0,0,0,0,0
"LOC105377193",0,0,0,0,0,0,0,0,0,0
"LOC105377194",0,0,0,0,0,0,0,0,0,0
"LOC105377195",0.037798166,0.024230769,0.145,0.1268,0.05625,0.07942408,0.018689655,0.22177304,0.014701671,0.068812154
"LOC105377196",0,0,0,0,0,0,0,0,0,0
"LOC105377197",0,0,0,0,0,0,0,0,0,0
"LOC105377198",0,0,0,0,0,0,0,0,0,0
"LOC105377199",0.004770642,0,0,0,0,0,0,0,0,0.022373114
"LOC105377200",0,0,0,0,0,0,0,0,0,0
"LOC105377201",0,0,0,0,0,0,0,0,0,0
"LOC105377202",0,0,0,0,0,0,0,0,0,0
"LOC105377203",0,0,0,0,0,0,0,0,0,0
"LOC105377204",0,0,0,0,0,0,0,0,0,0
"LOC105377205",0,0,0,0,0,0,0,0,0,0
"LOC105377206",0,0,0,0,0,0,0,0,0,0
"LOC105377207",0,0,0,0,0,0,0,0,0,0
"LOC105377208",0,0,0,0,0,0,0,0,0,0
"LOC105377209",0,0,0,0,0,0,0,0,0,0.034206897
"LOC105377210",0,0,0,0,0,0,0,0,0,0
"LOC105377211",0,0,0,0,0,0,0,0,0,0
"LOC105377212",0,0,0,0,0,0,0,0,0,0
"LOC105377213",0,0,0,0,0,0,0,0,0,0
"LOC105377214",0,0,0,0,0,0,0,0,0,0
"LOC105377215",0,0,0,0,0,0,0,0,0,0
"LOC105377216",0,0,0,0,0,0,0,0,0,0
"LOC105377217",0,0,0,0,0,0,0,0,0,0
"LOC105377218",0,0,0,0,0,0,0,0,0,0
"LOC105377219",0,0,0,0,0,0,0,0,0,0
"LOC105377220",0,0,0,0,0,0,0,0,0,0
"LOC105377221",0,0,0,0,0,0,0,0,0,0
"LOC105377222",0,0,0,0,0,0,0,0,0,0
"LOC105377223",0,0,0,0,0,0,0,0,0,0
"LOC105377224",0,0,0,0,0,0,0,0,0,0
"LOC105377225",0,0,0.1075,0,0,0,0,0,0,0
"LOC105377226",0,0,0,0,0,0,0,0,0,0
"LOC105377227",0,0,0,0,0,0,0,0,0,0
"LOC105377228",0,0,0,0,0,0,0,0,0,0
"LOC105377229",0,0,0,0,0,0,0,0,0,0
"LOC105377230",0,0,0,0,0,0,0,0,0,0
"LOC105377231",0,0,0,0,0,0,0,0,0,0
"LOC105377232",0,0,0,0,0,0,0,0,0,0
"LOC105377233",0,0,0,0,0,0,0,0,0,0
"LOC105377234",0,0,0,0,0,0,0,0,0,0
"LOC105377235",0,0,0,0,0,0,0,0,0,0
"LOC105377236",0,0,0,0,0,0,0,0,0,0
"LOC105377237",0,0,0,0,0,0,0,0,0,0
"LOC105377238",0,0,0,0,0,0,0,0,0,0
"LOC105377239",0,0,0,0,0,0,0,0,0,0
"LOC105377240",0,0,0,0,0,0,0,0,0,0
"LOC105377241",0,0,0,0,0,0,0,0,0,0
"LOC105377242",0,0,0,0,0,0,0,0,0,0
"LOC105377243",0,0,0,0,0,0,0,0,0,0
"LOC105377244",0,0,0,0,0,0,0,0,0,0
"LOC105377245",0,0,0,0,0,0,0,0,0,0
"LOC105377246",0,0,0,0,0,0,0,0,0,0
"LOC105377247",0,0,0,0,0,0,0,0,0,0
"LOC105377248",0,0,0,0,0,0,0,0,0,0
"LOC105377249",0,0,0,0,0,0,0,0,0,0
"LOC105377250",0,0,0,0,0,0,0,0,0,0
"LOC105377251",0,0,0,0,0,0,0,0,0,0
"LOC105377252",0,0,0,0,0,0,0,0,0,0
"LOC105377253",0,0,0,0,0,0,0,0,0,0
"LOC105377254",0,0,0,0,0,0,0,0,0,0
"LOC105377255",0,0,0,0,0,0,0,0,0,0
"LOC105377256",0,0,0,0,0,0,0,0,0,0
"LOC105377257",0,0,0,0,0,0,0,0,0,0
"LOC105377258",0,0,0,0,0,0,0,0,0,0
"LOC105377259",0,0,0,0,0,0,0,0,0,0
"LOC105377260",0,0,0,0,0,0,0,0,0,0
"LOC105377261",0,0,0,0,0,0,0,0,0,0
"LOC105377262",0.07918182,0.011923077,0.27625,0,0.13446428,0.05631579,0.0031724137,0.01720354,0,0.11736188
"LOC105377263",0,0,0,0,0,0,0,0,0,0
"LOC105377264",0,0,0,0,0,0,0,0,0,0
"LOC105377265",0,0,0,0,0,0,0,0,0,0
"LOC105377266",0,0,0,0,0,0,0,0,0,0
"LOC105377267",0,0,0,0,0,0,0,0,0,0
"LOC105377268",0,0,0,0,0,0,0,0,0,0
"LOC105377269",0,0,0,0,0,0,0,0,0,0
"LOC105377270",0,0,0,0,0,0,0,0,0,0
"LOC105377271",0,0,0,0,0,0,0,0,0,0
"LOC105377272",0,0,0,0,0,0,0,0,0,0
"LOC105377273",0,0,0,0,0,0,0,0,0,0
"LOC105377274",0,0,0,0,0,0,0,0,0,0
"LOC105377275",0,0,0,0,0,0,0,0,0,0
"LOC105377276",0,0,0,0,0,0,0,0,0,0
"LOC105377277",0,0,0,0,0,0,0,0,0,0
"LOC105377278",0,0,0,0,0,0,0,0,0,0
"LOC105377279",0,0,0,0,0,0,0,0,0,0
"LOC105377280",0,0,0,0,0,0,0,0,0,0
"LOC105377281",0,0,0,0,0,0,0,0,0,0
"LOC105377282",0,0,0,0,0,0,0,0,0,0
"LOC105377283",0,0,0,0,0,0,0,0,0,0
"LOC105377284",0,0,0,0,0,0,0,0,0,0
"LOC105377285",0,0,0,0,0,0,0,0,0,0
"LOC105377286",0,0,0,0,0,0,0,0,0,0
"LOC105377287",0,0,0,0,0,0,0,0,0,0
"LOC105377288",0,0,0,0,0,0,0,0,0,0
"LOC105377289",0,0,0,0,0,0,0,0,0,0
"LOC105377290",0,0,0,0,0,0,0,0,0,0
"LOC105377291",0,0,0,0,0,0,0,0,0,0
"LOC105377292",0,0,0,0,0,0,0,0,0,0
"LOC105377293",0,0,0,0,0,0,0,0,0,0
"LOC105377294",0,0,0,0,0,0,0,0,0,0
"LOC105377295",0,0,0,0,0,0,0,0,0,0
"LOC105377296",0,0,0,0,0,0,0,0,0,0
"LOC105377297",0,0,0,0,0,0,0,0,0,0
"LOC105377298",0,0,0,0,0,0,0,0,0,0
"LOC105377299",0,0,0,0,0,0,0,0,0,0
"LOC105377300",0,0,0,0,0,0,0,0,0,0
"LOC105377301",0,0,0,0,0,0,0,0,0,0
